,Instrument,Name,RIC_XMUN,Ticker_XMUN,RIC_main,Ticker_main,Exchange_main,Cap,Sector
634,US0537741052,Avis Budget Group Inc,CUCA.GTX,CUCA,CAR.OQ,CAR,NASDAQ/NGS (GLOBAL SELECT MARKET),6.67881835985,Industrials
635,US4281031058,Hess Midstream LP,5HMA.GTX,5HMA,HESM.N,HESM,"NEW YORK STOCK EXCHANGE, INC.",7.00767809292,Energy
636,US5962781010,Middleby Corp,MIDD.GTX,MBY,MIDD.OQ,MIDD,NASDAQ/NGS (GLOBAL SELECT MARKET),6.90573268512,Consumer Cyclicals
637,US0936711052,H & R Block Inc,HRB.GTX,HRB,HRB.N,HRB,"NEW YORK STOCK EXCHANGE, INC.",7.0376999,Consumer Non-Cyclicals
638,US7841171033,SEI Investments Co,SEIC.GTX,SI3,SEIC.OQ,SEIC,NASDAQ/NGS (GLOBAL SELECT MARKET),7.02104169006,Financials
639,US18539C2044,Clearway Energy Inc,NY41.GTX,NY41,CWEN.N,CWEN,"NEW YORK STOCK EXCHANGE, INC.",6.99801419689,Utilities
640,US0138721065,Alcoa Corp,185.GTX,185,AA.N,AA,"NEW YORK STOCK EXCHANGE, INC.",6.7507927536,Basic Materials
641,US5184151042,Lattice Semiconductor Corp,LSCC.GTX,LTT,LSCC.OQ,LSCC,NASDAQ/NGS (GLOBAL SELECT MARKET),6.7765833891,Technology
642,US85571B1052,Starwood Property Trust Inc,STWD.GTX,VSP,STWD.N,STWD,"NEW YORK STOCK EXCHANGE, INC.",6.86780449554,Real Estate
643,US88162G1031,Tetra Tech Inc,WATR.GTX,TT6,TTEK.OQ,TTEK,NASDAQ/NGS (GLOBAL SELECT MARKET),6.80613396975,Industrials
644,US25659T1079,Dolby Laboratories Inc,DLBa.GTX,FUO,DLB.N,DLB,"NEW YORK STOCK EXCHANGE, INC.",6.7973132022,Technology
645,US03753U1060,Apellis Pharmaceuticals Inc,1JK.GTX,1JK,APLS.OQ,APLS,NASDAQ/NGS (GLOBAL SELECT MARKET),6.71167148245,Healthcare
646,US9139031002,Universal Health Services Inc,UHS.GTX,UHS,UHS.N,UHS,"NEW YORK STOCK EXCHANGE, INC.",6.82921241034,Healthcare
647,US20717M1036,Confluent Inc,8QR.GTX,8QR,CFLT.OQ,CFLT,NASDAQ/NGS (GLOBAL SELECT MARKET),6.43123581885,Technology
648,US68622V1061,Organon & Co,7XP.GTX,7XP,OGN.N,OGN,"NEW YORK STOCK EXCHANGE, INC.",6.68633183537,Healthcare
649,US52736R1023,Levi Strauss & Co,LV2B.GTX,LV2B,LEVI.N,LEVI,"NEW YORK STOCK EXCHANGE, INC.",6.5656224263,Consumer Cyclicals
650,US81211K1007,Sealed Air Corp,SEE.GTX,SDA,SEE.N,SEE,"NEW YORK STOCK EXCHANGE, INC.",6.62671375938,Basic Materials
651,US2220702037,Coty Inc,CO3A.GTX,CO3A,COTY.N,COTY,"NEW YORK STOCK EXCHANGE, INC.",6.66252537266,Consumer Non-Cyclicals
652,US2772761019,Eastgroup Properties Inc,EGP.GTX,EGO,EGP.N,EGP,"NEW YORK STOCK EXCHANGE, INC.",6.62159877184,Real Estate
653,US6802231042,Old Republic International Corp,ORPI.GTX,ORJ,ORI.N,ORI,"NEW YORK STOCK EXCHANGE, INC.",6.53710806264,Financials
654,US24906P1093,DENTSPLY SIRONA Inc,DY2.GTX,DY2,XRAY.OQ,XRAY,NASDAQ/NGS (GLOBAL SELECT MARKET),6.3665934798,Healthcare
655,US6806652052,Olin Corp,OLN.GTX,OLN,OLN.N,OLN,"NEW YORK STOCK EXCHANGE, INC.",6.564324,Basic Materials
656,US48242W1062,KBR Inc,K6B.GTX,K6B,KBR.N,KBR,"NEW YORK STOCK EXCHANGE, INC.",6.34177772941,Technology
657,US1271903049,CACI International Inc,CACI.GTX,CA8A,CACI.N,CACI,"NEW YORK STOCK EXCHANGE, INC.",6.4669214094,Technology
658,US0383361039,Aptargroup Inc,ATR.GTX,AGT,ATR.N,ATR,"NEW YORK STOCK EXCHANGE, INC.",6.41086644,Basic Materials
659,US42806J7000,Hertz Global Holdings Inc,AZK0.GTX,AZK0,HTZ.OQ,HTZ,NASDAQ/NGS (GLOBAL SELECT MARKET),5.91295098921,Industrials
660,US28414H1032,Elanco Animal Health Inc,5EA.GTX,5EA,ELAN.N,ELAN,"NEW YORK STOCK EXCHANGE, INC.",6.3531228698,Healthcare
661,US62955J1034,Nov Inc,NO8.GTX,NO8,NOV.N,NOV,"NEW YORK STOCK EXCHANGE, INC.",6.520509465,Energy
662,US9120081099,US Foods Holding Corp,UFH.GTX,UFH,USFD.N,USFD,"NEW YORK STOCK EXCHANGE, INC.",6.30927112126,Consumer Non-Cyclicals
663,US30063P1057,Exact Sciences Corp,EXAS.GTX,EXK,EXAS.OQ,EXAS,NASDAQ CAPITAL MARKET,6.07856030205,Healthcare
664,US5764852050,Matador Resources Co,7MR.GTX,7MR,MTDR.N,MTDR,"NEW YORK STOCK EXCHANGE, INC.",6.34412218422,Energy
665,US4622221004,Ionis Pharmaceuticals Inc,ISI.GTX,ISI,IONS.OQ,IONS,NASDAQ/NGS (GLOBAL SELECT MARKET),6.38310196986,Healthcare
666,US95082P1057,Wesco International Inc,WCC.GTX,WP7,WCC.N,WCC,"NEW YORK STOCK EXCHANGE, INC.",6.13744313883,Industrials
667,US7476012015,Qualtrics International Inc,5DX0.GTX,5DX0,XM.OQ,XM,NASDAQ/NGS (GLOBAL SELECT MARKET),6.15433963849,Technology
668,US23355L1061,DXC Technology Co,2XT.GTX,2XT,DXC.N,DXC,"NEW YORK STOCK EXCHANGE, INC.",6.045760629,Technology
669,US2576511099,Donaldson Company Inc,DCI.GTX,DNZ,DCI.N,DCI,"NEW YORK STOCK EXCHANGE, INC.",6.25263175803,Industrials
670,US6512291062,Newell Brands Inc,NWL.GTX,NWL,NWL.OQ,NWL,NASDAQ/NGS (GLOBAL SELECT MARKET),6.125416,Consumer Cyclicals
671,US67181A1079,Oak Street Health Inc,HE6.GTX,HE6,OSH.N,OSH,"NEW YORK STOCK EXCHANGE, INC.",6.32934769092,Healthcare
672,US96208T1043,WEX Inc,WL9.GTX,WL9,WEX.N,WEX,"NEW YORK STOCK EXCHANGE, INC.",6.14506364163,Industrials
673,US1844961078,Clean Harbors Inc,CLHB.GTX,CH6,CLH.N,CLH,"NEW YORK STOCK EXCHANGE, INC.",6.08444879596,Industrials
674,US7512121010,Ralph Lauren Corp,RL.GTX,PRL,RL.N,RL,"NEW YORK STOCK EXCHANGE, INC.",5.99099217408,Consumer Cyclicals
675,US7310681025,Polaris Inc,PL6.GTX,PL6,PII.N,PII,"NEW YORK STOCK EXCHANGE, INC.",6.06454847911,Consumer Cyclicals
676,US5367971034,Lithia Motors Inc,LMO.GTX,LMO,LAD.N,LAD,"NEW YORK STOCK EXCHANGE, INC.",6.22822756986,Consumer Cyclicals
677,US6361801011,National Fuel Gas Co,NFG.GTX,NFG,NFG.N,NFG,"NEW YORK STOCK EXCHANGE, INC.",6.17645013472,Utilities
678,GB00BFMBMT84,Sensata Technologies Holding PLC,S94.GTX,S94,ST.N,ST,"NEW YORK STOCK EXCHANGE, INC.",5.9834026377,Technology
679,US08579W1036,Berry Global Group Inc,BP0.GTX,BP0,BERY.N,BERY,"NEW YORK STOCK EXCHANGE, INC.",5.972274,Basic Materials
680,US0427351004,Arrow Electronics Inc,ARW.GTX,ARW,ARW.N,ARW,"NEW YORK STOCK EXCHANGE, INC.",6.06043569516,Technology
681,BMG667211046,Norwegian Cruise Line Holdings Ltd,1NC.GTX,1NC,NCLH.N,NCLH,"NEW YORK STOCK EXCHANGE, INC.",6.06379081824,Consumer Cyclicals
682,US74967X1037,RH,RS1.GTX,RS1,RH.N,RH,"NEW YORK STOCK EXCHANGE, INC.",5.88730313848,Consumer Cyclicals
683,US6081901042,Mohawk Industries Inc,MHK.GTX,MWK,MHK.N,MHK,"NEW YORK STOCK EXCHANGE, INC.",5.98360876336,Consumer Cyclicals
684,US7802871084,Royal Gold Inc,RGLD.GTX,RG3,RGLD.OQ,RGLD,NASDAQ/NGS (GLOBAL SELECT MARKET),6.0309719608,Basic Materials
685,US1717793095,Ciena Corp,CIEN.GTX,CIE1,CIEN.N,CIEN,"NEW YORK STOCK EXCHANGE, INC.",6.0797398824,Technology
686,US53814L1089,Livent Corp,8LV.GTX,8LV,LTHM.N,LTHM,"NEW YORK STOCK EXCHANGE, INC.",5.6667389245,Basic Materials
687,US88033G4073,Tenet Healthcare Corp,THC1.GTX,THC1,THC.N,THC,"NEW YORK STOCK EXCHANGE, INC.",5.7849923621,Healthcare
688,US3719011096,Gentex Corp,GNTX.GTX,GTX,GNTX.OQ,GNTX,NASDAQ/NGS (GLOBAL SELECT MARKET),5.90880677261,Consumer Cyclicals
689,US8826811098,Texas Roadhouse Inc,TXRH.GTX,ROW,TXRH.OQ,TXRH,NASDAQ/NGS (GLOBAL SELECT MARKET),5.77746840824,Consumer Cyclicals
690,US5763231090,MasTec Inc,MTZ.GTX,MY8,MTZ.N,MTZ,"NEW YORK STOCK EXCHANGE, INC.",5.7494201823,Industrials
691,US69327R1014,PDC Energy Inc,PD3.GTX,PD3,PDCE.OQ,PDCE,NASDAQ/NGS (GLOBAL SELECT MARKET),5.7687957692,Energy
692,US6267171022,Murphy Oil Corp,MUR.GTX,MUQ,MUR.N,MUR,"NEW YORK STOCK EXCHANGE, INC.",5.69112839918,Energy
693,US3795772082,Globus Medical Inc,GM0N.GTX,GM0N,GMED.N,GMED,"NEW YORK STOCK EXCHANGE, INC.",5.74599979536,Healthcare
694,US4128221086,Harley-Davidson Inc,HOG.GTX,HAR,HOG.N,HOG,"NEW YORK STOCK EXCHANGE, INC.",5.650617121,Consumer Cyclicals
695,US49714P1084,Kinsale Capital Group Inc,KCHG.GTX,KCH,KNSL.N,KNSL,"NEW YORK STOCK EXCHANGE, INC.",5.76878212096,Financials
696,US1468691027,Carvana Co,CV0.GTX,CV0,CVNA.N,CVNA,"NEW YORK STOCK EXCHANGE, INC.",5.08930920291,Consumer Cyclicals
697,US76171L1061,Reynolds Consumer Products Inc,3ZT.GTX,3ZT,REYN.OQ,REYN,NASDAQ/NGS (GLOBAL SELECT MARKET),5.78801210764,Consumer Cyclicals
698,US45073V1089,ITT Inc,2II.GTX,2II,ITT.N,ITT,"NEW YORK STOCK EXCHANGE, INC.",5.661642,Industrials
699,US00123Q1040,AGNC Investment Corp,4OQ1.GTX,4OQ1,AGNC.OQ,AGNC,NASDAQ/NGS (GLOBAL SELECT MARKET),5.62972476063,Real Estate
700,US8354951027,Sonoco Products Co,SON.GTX,SNS,SON.N,SON,"NEW YORK STOCK EXCHANGE, INC.",5.66607691416,Basic Materials
701,US6742152076,Chord Energy Corp,OS70.GTX,OS70,CHRD.OQ,CHRD,NASDAQ/NGS (GLOBAL SELECT MARKET),5.5590017832,Energy
702,US98311A1051,Wyndham Hotels & Resorts Inc,2WY.GTX,2WY,WH.N,WH,"NEW YORK STOCK EXCHANGE, INC.",5.46018294315,Consumer Cyclicals
703,US74758T3032,Qualys Inc,3L7A.GTX,3L7A,QLYS.OQ,QLYS,NASDAQ/NGS (GLOBAL SELECT MARKET),5.55466810543,Technology
704,US46269C1027,Iridium Communications Inc,IRDM.GTX,6IC,IRDM.OQ,IRDM,NASDAQ/NGS (GLOBAL SELECT MARKET),5.66557242846,Technology
705,US55087P1049,Lyft Inc,LY0.GTX,LY0,LYFT.OQ,LYFT,NASDAQ/NGS (GLOBAL SELECT MARKET),5.1818050999,Technology
706,US29415F1049,Envista Holdings Corp,0HV.GTX,0HV,NVST.N,NVST,"NEW YORK STOCK EXCHANGE, INC.",5.6482121564,Healthcare
707,US3026352068,FS KKR Capital Corp,FS5A.GTX,FS5A,FSK.N,FSK,"NEW YORK STOCK EXCHANGE, INC.",5.38984750843,Financials
708,US8305661055,Skechers USA Inc,SKX.GTX,SKAA,SKX.N,SKX,"NEW YORK STOCK EXCHANGE, INC.",5.494263768,Consumer Cyclicals
709,US3383071012,Five9 Inc,1F9.GTX,1F9,FIVN.OQ,FIVN,NASDAQ/NMS (GLOBAL MARKET),5.4392909941,Technology
710,US84860W3007,Spirit Realty Capital Inc,21S1.GTX,21S1,SRC.N,SRC,"NEW YORK STOCK EXCHANGE, INC.",5.40049414285,Real Estate
711,US0116591092,Alaska Air Group Inc,ALK.GTX,ALK,ALK.N,ALK,"NEW YORK STOCK EXCHANGE, INC.",5.30891028468,Industrials
712,US15961R1059,ChargePoint Holdings Inc,7U6.GTX,7U6,CHPT.N,CHPT,"NEW YORK STOCK EXCHANGE, INC.",5.2135698277,Utilities
713,US72703H1014,Planet Fitness Inc,3PL.GTX,3PL,PLNT.N,PLNT,"NEW YORK STOCK EXCHANGE, INC.",5.19468496729,Consumer Cyclicals
714,US40131M1099,Guardant Health Inc,5GH.GTX,5GH,GH.OQ,GH,NASDAQ/NGS (GLOBAL SELECT MARKET),5.09364198387,Healthcare
715,US4415931009,Houlihan Lokey Inc,2HL.GTX,2HL,HLI.N,HLI,"NEW YORK STOCK EXCHANGE, INC.",5.46091561782,Financials
716,US9598021098,Western Union Co,WU.GTX,W3U,WU.N,WU,"NEW YORK STOCK EXCHANGE, INC.",5.52786027973,Industrials
717,US3434981011,Flowers Foods Inc,FLOF.GTX,FWF,FLO.N,FLO,"NEW YORK STOCK EXCHANGE, INC.",5.48553701735,Consumer Non-Cyclicals
718,US1033041013,Boyd Gaming Corp,BYD.GTX,BO5,BYD.N,BYD,"NEW YORK STOCK EXCHANGE, INC.",5.17437094238,Consumer Cyclicals
719,US4571871023,Ingredion Inc,CNPC.GTX,CNP,INGR.N,INGR,"NEW YORK STOCK EXCHANGE, INC.",5.3851594834,Consumer Non-Cyclicals
720,US89055F1030,TopBuild Corp,28T.GTX,28T,BLD.N,BLD,"NEW YORK STOCK EXCHANGE, INC.",5.2631723145,Industrials
721,US4181001037,HashiCorp Inc,YR8.GTX,YR8,HCP.OQ,HCP,NASDAQ/NGS (GLOBAL SELECT MARKET),5.05471270944,Technology
722,US3029411093,FTI Consulting Inc,FCN.GTX,FCQ,FCN.N,FCN,"NEW YORK STOCK EXCHANGE, INC.",5.43445248232,Industrials
723,US85254J1025,STAG Industrial Inc,SW6.GTX,SW6,STAG.N,STAG,"NEW YORK STOCK EXCHANGE, INC.",5.32988074704,Real Estate
724,US40637H1095,Halozyme Therapeutics Inc,HALO.GTX,RV7,HALO.OQ,HALO,NASDAQ/NGS (GLOBAL SELECT MARKET),5.3375727938,Healthcare
725,US6866881021,Ormat Technologies Inc,HNM.GTX,HNM,ORA.N,ORA,"NEW YORK STOCK EXCHANGE, INC.",5.16436784633,Utilities
726,US19247G1076,Coherent Corp,H7B.GTX,H7B,COHR.OQ,COHR,NASDAQ/NGS (GLOBAL SELECT MARKET),5.03081301232,Technology
727,US06417N1037,Bank Ozk,BO8.GTX,BO8,OZK.OQ,OZK,NASDAQ/NGS (GLOBAL SELECT MARKET),5.18194234206,Financials
728,US1170431092,Brunswick Corp,BWI.GTX,BWI,BC.N,BC,"NEW YORK STOCK EXCHANGE, INC.",5.06306868392,Consumer Cyclicals
729,US30161Q1040,Exelixis Inc,EXEL.GTX,EX9,EXEL.OQ,EXEL,NASDAQ/NGS (GLOBAL SELECT MARKET),5.33275266088,Healthcare
730,US57164Y1073,Marriott Vacations Worldwide Corp,M8V.GTX,M8V,VAC.N,VAC,"NEW YORK STOCK EXCHANGE, INC.",4.9696760905,Consumer Cyclicals
731,US9837931008,XPO Logistics Inc,UX2A.GTX,UX2A,XPO.N,XPO,"NEW YORK STOCK EXCHANGE, INC.",5.0732500644,Industrials
732,US49427F1084,Kilroy Realty Corp,KRC.GTX,KRC,KRC.N,KRC,"NEW YORK STOCK EXCHANGE, INC.",5.2253010687,Real Estate
733,US5150981018,Landstar System Inc,LSTR.GTX,LDS,LSTR.OQ,LSTR,NASDAQ/NGS (GLOBAL SELECT MARKET),5.19490937485,Industrials
734,US17888H1032,Civitas Resources Inc,B2C.GTX,B2C,CIVI.N,CIVI,"NEW YORK STOCK EXCHANGE, INC.",5.13167896705,Energy
735,US83406F1021,SoFi Technologies Inc,6B0.GTX,6B0,SOFI.OQ,SOFI,NASDAQ/NGS (GLOBAL SELECT MARKET),4.94394100944,Financials
736,US4577301090,Inspire Medical Systems Inc,2DR.GTX,2DR,INSP.N,INSP,"NEW YORK STOCK EXCHANGE, INC.",4.91292890192,Healthcare
737,US5370081045,Littelfuse Inc,LFUS.GTX,LFS,LFUS.OQ,LFUS,NASDAQ/NGS (GLOBAL SELECT MARKET),5.0042050565,Industrials
738,US44891N2080,IAC Inc,4LRA.GTX,4LRA,IAC.OQ,IAC,NASDAQ/NGS (GLOBAL SELECT MARKET),4.95263362896,Technology
739,US7374461041,Post Holdings Inc,2PO.GTX,2PO,POST.N,POST,"NEW YORK STOCK EXCHANGE, INC.",5.09499146436,Consumer Non-Cyclicals
740,US89531P1057,Trex Company Inc,TWP.GTX,TRR,TREX.N,TREX,"NEW YORK STOCK EXCHANGE, INC.",5.00706244712,Consumer Cyclicals
741,US40171V1008,Guidewire Software Inc,0GS.GTX,0GS,GWRE.N,GWRE,"NEW YORK STOCK EXCHANGE, INC.",4.98455988072,Technology
742,US2540671011,Dillard's Inc,DDSa.GTX,DL7A,DDS.N,DDS,"NEW YORK STOCK EXCHANGE, INC.",4.91389613244,Consumer Cyclicals
743,US8086251076,Science Applications International Corp,85S.GTX,85S,SAIC.N,SAIC,"NEW YORK STOCK EXCHANGE, INC.",5.0348457198,Technology
744,US2197981051,Quidelortho Corp,QL1A.GTX,QL1A,QDEL.OQ,QDEL,NASDAQ/NGS (GLOBAL SELECT MARKET),4.92505841352,Healthcare
745,US78454L1008,SM Energy Co,MARY.GTX,SJL,SM.N,SM,"NEW YORK STOCK EXCHANGE, INC.",4.89048,Energy
746,US5165441032,Lantheus Holdings Inc,0L8.GTX,0L8,LNTH.OQ,LNTH,NASDAQ/NMS (GLOBAL MARKET),4.86830036652,Healthcare
747,US87166B1026,Syneos Health Inc,8IN.GTX,8IN,SYNH.OQ,SYNH,NASDAQ/NGS (GLOBAL SELECT MARKET),4.94068970821,Healthcare
748,US78709Y1055,Saia Inc,SQR.GTX,SQR,SAIA.OQ,SAIA,NASDAQ/NGS (GLOBAL SELECT MARKET),4.89567938496,Industrials
749,US98156Q1085,World Wrestling Entertainment Inc,WWFEa.GTX,WWFA,WWE.N,WWE,"NEW YORK STOCK EXCHANGE, INC.",5.0737798518,Consumer Cyclicals
750,US82982L1035,SiteOne Landscape Supply Inc,0S0.GTX,0S0,SITE.N,SITE,"NEW YORK STOCK EXCHANGE, INC.",4.7312231871,Consumer Non-Cyclicals
751,US22266L1061,Coupa Software Inc,2C0.GTX,2C0,COUP.OQ,COUP,NASDAQ/NGS (GLOBAL SELECT MARKET),4.72134400206,Technology
752,US67059N1081,Nutanix Inc,0NU.GTX,0NU,NTNX.OQ,NTNX,NASDAQ/NGS (GLOBAL SELECT MARKET),4.85820784506,Technology
753,US55024U1097,Lumentum Holdings Inc,LU2.GTX,LU2,LITE.OQ,LITE,NASDAQ/NGS (GLOBAL SELECT MARKET),4.853487,Technology
754,US4470111075,Huntsman Corp,HUN.GTX,HTR,HUN.N,HUN,"NEW YORK STOCK EXCHANGE, INC.",4.96671669324,Basic Materials
755,US8270481091,Silgan Holdings Inc,SLGN.GTX,SL3,SLGN.N,SLGN,"NEW YORK STOCK EXCHANGE, INC.",4.7723317995,Basic Materials
756,US74164M1080,Primerica Inc,PRI.GTX,PI7,PRI.N,PRI,"NEW YORK STOCK EXCHANGE, INC.",4.82657945056,Financials
757,US12740C1036,Cadence Bank,BTO0.GTX,BTO0,CADE.N,CADE,"NEW YORK STOCK EXCHANGE, INC.",4.85530812546,Financials
758,US92047W1018,Valvoline Inc,0V4.GTX,0V4,VVV.N,VVV,"NEW YORK STOCK EXCHANGE, INC.",4.77246879776,Basic Materials
759,US8894781033,Toll Brothers Inc,TOL.GTX,TLK,TOL.N,TOL,"NEW YORK STOCK EXCHANGE, INC.",4.7700597,Consumer Cyclicals
760,US09257W1009,Blackstone Mortgage Trust Inc,079A.GTX,079A,BXMT.N,BXMT,"NEW YORK STOCK EXCHANGE, INC.",4.74617875563,Real Estate
761,US6501111073,New York Times Co,NYTa.GTX,NYT,NYT.N,NYT,"NEW YORK STOCK EXCHANGE, INC.",4.77304189263,Consumer Cyclicals
762,US36262G1013,GXO Logistics Inc,93N.GTX,93N,GXO.N,GXO,"NEW YORK STOCK EXCHANGE, INC.",4.5904049892,Industrials
763,US58506Q1094,Medpace Holdings Inc,01P.GTX,01P,MEDP.OQ,MEDP,NASDAQ/NGS (GLOBAL SELECT MARKET),4.79951881188,Healthcare
764,US87901J1051,Tegna Inc,GTTG.GTX,GTT,TGNA.N,TGNA,"NEW YORK STOCK EXCHANGE, INC.",4.84596651084,Consumer Cyclicals
765,US4282911084,Hexcel Corp,HXL.GTX,HXL,HXL.N,HXL,"NEW YORK STOCK EXCHANGE, INC.",4.66264077048,Industrials
766,US69121K1043,Owl Rock Capital Corp,1D6.GTX,1D6,ORCC.N,ORCC,"NEW YORK STOCK EXCHANGE, INC.",4.59197633158,Financials
767,US5246601075,Leggett & Platt Inc,LEG.GTX,LP1,LEG.N,LEG,"NEW YORK STOCK EXCHANGE, INC.",4.6177827858,Consumer Cyclicals
768,US05605H1005,BWX Technologies Inc,4BW.GTX,4BW,BWXT.N,BWXT,"NEW YORK STOCK EXCHANGE, INC.",4.7067273852,Industrials
769,US8962881079,TriNet Group Inc,TN3.GTX,TN3,TNET.N,TNET,"NEW YORK STOCK EXCHANGE, INC.",4.6311196554,Industrials
770,US9129091081,United States Steel Corp,X.GTX,USX1,X.N,X,"NEW YORK STOCK EXCHANGE, INC.",4.66862728128,Basic Materials
771,US00191U1025,ASGN Inc,OA2.GTX,OA2,ASGN.N,ASGN,"NEW YORK STOCK EXCHANGE, INC.",4.543602,Technology
772,US87918A1051,Teladoc Health Inc,4LL.GTX,4LL,TDOC.N,TDOC,"NEW YORK STOCK EXCHANGE, INC.",4.5199522278,Healthcare
773,US0017441017,AMN Healthcare Services Inc,AHS.GTX,HCQ,AMN.N,AMN,"NEW YORK STOCK EXCHANGE, INC.",4.50510757503,Healthcare
774,US7549071030,Rayonier Inc,RYN.GTX,RA6,RYN.N,RYN,"NEW YORK STOCK EXCHANGE, INC.",4.64596520531,Real Estate
775,US29415B1035,Enviva Inc,XV6.GTX,XV6,EVA.N,EVA,"NEW YORK STOCK EXCHANGE, INC.",4.60170102588,Basic Materials
776,US2270461096,Crocs Inc,C7N.GTX,C7N,CROX.OQ,CROX,NASDAQ/NGS (GLOBAL SELECT MARKET),4.24031409932,Consumer Cyclicals
777,US8676524064,SunPower Corp,S9P2.GTX,S9P2,SPWR.OQ,SPWR,NASDAQ/NGS (GLOBAL SELECT MARKET),4.3836580889,Energy
778,US30214U1025,Exponent Inc,EP5.GTX,EP5,EXPO.OQ,EXPO,NASDAQ/NGS (GLOBAL SELECT MARKET),4.56012598118,Industrials
779,US88023U1016,Tempur Sealy International Inc,TPX.GTX,TPD,TPX.N,TPX,"NEW YORK STOCK EXCHANGE, INC.",4.32897335016,Consumer Cyclicals
780,US37890U1088,Global Blood Therapeutics Inc,G5B.GTX,G5B,GBT.OQ,GBT,NASDAQ/NGS (GLOBAL SELECT MARKET),4.58635588663,Healthcare
781,US5138471033,Lancaster Colony Corp,LANC.GTX,LC1,LANC.OQ,LANC,NASDAQ/NGS (GLOBAL SELECT MARKET),4.532544,Consumer Non-Cyclicals
782,US7751331015,Rogers Corp,RG6.GTX,RG6,ROG.N,ROG,"NEW YORK STOCK EXCHANGE, INC.",4.64181519152,Technology
783,US90278Q1085,Ufp Industries Inc,UF3.GTX,UF3,UFPI.OQ,UFPI,NASDAQ/NGS (GLOBAL SELECT MARKET),4.4060106805,Basic Materials
784,US45826J1051,Intellia Therapeutics Inc,38I.GTX,38I,NTLA.OQ,NTLA,NASDAQ/NMS (GLOBAL MARKET),4.33875263072,Healthcare
785,US94419L1017,Wayfair Inc,1WF.GTX,1WF,W.N,W,"NEW YORK STOCK EXCHANGE, INC.",4.1685345856,Consumer Cyclicals
786,US2017231034,Commercial Metals Co,CCME.GTX,CMS,CMC.N,CMC,"NEW YORK STOCK EXCHANGE, INC.",4.46657938749,Basic Materials
787,US83200N1037,Smartsheet Inc,3SE.GTX,3SE,SMAR.N,SMAR,"NEW YORK STOCK EXCHANGE, INC.",4.342456251,Technology
788,US55616P1049,Macy's Inc,M.GTX,FDO,M.N,M,"NEW YORK STOCK EXCHANGE, INC.",4.27895066904,Consumer Cyclicals
789,US44980X1090,IPG Photonics Corp,IPGP.GTX,IPF,IPGP.OQ,IPGP,NASDAQ/NGS (GLOBAL SELECT MARKET),4.373112445,Technology
790,US00165C1045,AMC Entertainment Holdings Inc,AH9.GTX,AH9,AMC.N,AMC,"NEW YORK STOCK EXCHANGE, INC.",4.05704167075,Consumer Cyclicals
791,US92537N1081,Vertiv Holdings Co,49Va.GTX,49V,VRT.N,VRT,"NEW YORK STOCK EXCHANGE, INC.",4.15873000034,Industrials
792,US0316521006,Amkor Technology Inc,AMKR.GTX,AMK,AMKR.OQ,AMKR,NASDAQ/NGS (GLOBAL SELECT MARKET),4.31649554433,Technology
793,US78463M1071,SPS Commerce Inc,SPSC.GTX,S86,SPSC.OQ,SPSC,NASDAQ/NGS (GLOBAL SELECT MARKET),4.30453180368,Technology
794,US43283X1054,Hilton Grand Vacations Inc,HIEG.GTX,HIE,HGV.N,HGV,"NEW YORK STOCK EXCHANGE, INC.",4.13337770344,Consumer Cyclicals
795,US02156B1035,Alteryx Inc,3AI.GTX,3AI,AYX.N,AYX,"NEW YORK STOCK EXCHANGE, INC.",4.16618179908,Technology
796,US8269191024,Silicon Laboratories Inc,SLAB.GTX,LA5,SLAB.OQ,SLAB,NASDAQ/NGS (GLOBAL SELECT MARKET),4.21017349376,Technology
797,US1638511089,Chemours Co,2CU.GTX,2CU,CC.N,CC,"NEW YORK STOCK EXCHANGE, INC.",4.1344369742,Basic Materials
798,US8589121081,Stericycle Inc,SRCL.GTX,SY9,SRCL.OQ,SRCL,NASDAQ/NGS (GLOBAL SELECT MARKET),4.17484700983,Industrials
799,US9027881088,UMB Financial Corp,UMB.GTX,UMB,UMBF.OQ,UMBF,NASDAQ/NGS (GLOBAL SELECT MARKET),4.29346225528,Financials
800,US1727551004,Cirrus Logic Inc,CRUS.GTX,CRU,CRUS.OQ,CRUS,NASDAQ/NGS (GLOBAL SELECT MARKET),4.30293279888,Technology
801,US1985161066,Columbia Sportswear Co,COLM.GTX,CUW,COLM.OQ,COLM,NASDAQ/NGS (GLOBAL SELECT MARKET),4.23213503328,Consumer Cyclicals
802,US2057683029,Comstock Resources Inc,CX91.GTX,CX91,CRK.N,CRK,"NEW YORK STOCK EXCHANGE, INC.",4.22261938148,Energy
803,US30057T1051,Evoqua Water Technologies Corp,E0W.GTX,E0W,AQUA.N,AQUA,"NEW YORK STOCK EXCHANGE, INC.",4.23259669768,Industrials
804,US28618M1062,Element Solutions Inc,PLQ.GTX,PLQ,ESI.N,ESI,"NEW YORK STOCK EXCHANGE, INC.",4.2417805976,Basic Materials
805,US0937121079,Bloom Energy Corp,1ZBG.GTX,1ZB,BE.N,BE,"NEW YORK STOCK EXCHANGE, INC.",4.09473733248,Industrials
806,US9427491025,Watts Water Technologies Inc,WTSa.GTX,W3W,WTS.N,WTS,"NEW YORK STOCK EXCHANGE, INC.",4.1766968009,Industrials
807,US4234521015,Helmerich and Payne Inc,HP.GTX,HPC,HP.N,HP,"NEW YORK STOCK EXCHANGE, INC.",4.20633617915,Energy
